voucher_no,voucher_date,supplier_id,supplier_name,product_id,stock_item,pack,qty,unit,rate,discount_pct,taxable_amount,gst_amount,invoice_amount,godown
PUR001481,2025-12-29,SUP012,Britannia Industries Jaipur,PRD0062,Britannia 50-50 Biscuit,100g,37,PCS,18.0,1.0,659.34,79.12,738.46,Main Godown
PUR001482,2026-01-23,SUP013,Britannia Industries Jaipur,PRD0062,Britannia 50-50 Biscuit,100g,217,PCS,18.17,0.0,3942.89,473.15,4416.04,Main Godown
PUR001483,2026-02-27,SUP014,Britannia Industries Jaipur,PRD0062,Britannia 50-50 Biscuit,100g,436,PCS,18.07,3.0,7642.16,917.06,8559.22,Tonk Branch
PUR001484,2026-04-01,SUP015,Britannia Industries Jaipur,PRD0062,Britannia 50-50 Biscuit,100g,394,PCS,18.14,2.0,7004.22,840.51,7844.73,Tonk Branch
PUR001485,2026-04-27,SUP001,Britannia Industries Jaipur,PRD0062,Britannia 50-50 Biscuit,100g,161,PCS,18.03,0.0,2902.83,348.34,3251.17,Tonk Branch
PUR001486,2026-05-19,SUP002,Britannia Industries Jaipur,PRD0062,Britannia 50-50 Biscuit,100g,381,PCS,17.92,3.0,6622.69,794.72,7417.41,Main Godown
PUR001487,2026-06-23,SUP003,Britannia Industries Jaipur,PRD0062,Britannia 50-50 Biscuit,100g,32,PCS,18.17,2.0,569.81,68.38,638.19,Main Godown
PUR001488,2026-07-22,SUP004,Britannia Industries Jaipur,PRD0062,Britannia 50-50 Biscuit,100g,174,PCS,18.04,3.0,3044.79,365.37,3410.16,Main Godown
PUR001489,2024-09-01,SUP005,Parle Products Jaipur,PRD0063,Monaco Biscuit,250g,265,PCS,27.9,0.0,7393.5,887.22,8280.72,Tonk Branch
PUR001490,2024-10-01,SUP006,Parle Products Jaipur,PRD0063,Monaco Biscuit,250g,405,PCS,27.94,3.0,10976.23,1317.15,12293.38,Main Godown
PUR001491,2024-10-18,SUP007,Parle Products Jaipur,PRD0063,Monaco Biscuit,250g,488,PCS,27.95,0.0,13639.6,1636.75,15276.35,Main Godown
PUR001492,2024-11-30,SUP008,Parle Products Jaipur,PRD0063,Monaco Biscuit,250g,166,PCS,27.9,0.0,4631.4,555.77,5187.17,Tonk Branch
PUR001493,2024-12-23,SUP009,Parle Products Jaipur,PRD0063,Monaco Biscuit,250g,459,PCS,28.2,1.0,12814.36,1537.72,14352.08,Main Godown
PUR001494,2025-01-22,SUP010,Parle Products Jaipur,PRD0063,Monaco Biscuit,250g,100,PCS,27.98,2.0,2742.04,329.04,3071.08,Tonk Branch
PUR001495,2025-02-16,SUP011,Parle Products Jaipur,PRD0063,Monaco Biscuit,250g,522,PCS,28.06,1.0,14500.85,1740.1,16240.95,Main Godown
PUR001496,2025-03-28,SUP012,Parle Products Jaipur,PRD0063,Monaco Biscuit,250g,172,PCS,28.07,2.0,4731.48,567.78,5299.26,Main Godown
PUR001497,2025-04-26,SUP013,Parle Products Jaipur,PRD0063,Monaco Biscuit,250g,254,PCS,27.92,2.0,6949.85,833.98,7783.83,Main Godown
PUR001498,2025-05-23,SUP014,Parle Products Jaipur,PRD0063,Monaco Biscuit,250g,130,PCS,27.9,2.0,3554.46,426.54,3981.0,Main Godown
PUR001499,2025-06-22,SUP015,Parle Products Jaipur,PRD0063,Monaco Biscuit,250g,195,PCS,28.17,2.0,5383.29,645.99,6029.28,Main Godown
PUR001500,2025-07-25,SUP001,Parle Products Jaipur,PRD0063,Monaco Biscuit,250g,73,PCS,28.14,0.0,2054.22,246.51,2300.73,Main Godown
PUR001501,2025-08-25,SUP002,Parle Products Jaipur,PRD0063,Monaco Biscuit,250g,211,PCS,28.03,0.0,5914.33,709.72,6624.05,Tonk Branch
PUR001502,2025-09-29,SUP003,Parle Products Jaipur,PRD0063,Monaco Biscuit,250g,282,PCS,28.17,3.0,7705.62,924.67,8630.29,Main Godown
PUR001503,2025-10-21,SUP004,Parle Products Jaipur,PRD0063,Monaco Biscuit,250g,361,PCS,27.89,0.0,10068.29,1208.19,11276.48,Main Godown
PUR001504,2025-11-18,SUP005,Parle Products Jaipur,PRD0063,Monaco Biscuit,250g,146,PCS,28.04,2.0,4011.96,481.44,4493.4,Main Godown
PUR001505,2025-12-30,SUP006,Parle Products Jaipur,PRD0063,Monaco Biscuit,250g,120,PCS,28.13,0.0,3375.6,405.07,3780.67,Main Godown
PUR001506,2026-01-20,SUP007,Parle Products Jaipur,PRD0063,Monaco Biscuit,250g,295,PCS,27.87,2.0,8057.22,966.87,9024.09,Main Godown
PUR001507,2026-02-23,SUP008,Parle Products Jaipur,PRD0063,Monaco Biscuit,250g,316,PCS,28.21,3.0,8646.93,1037.63,9684.56,Main Godown
PUR001508,2026-03-28,SUP009,Parle Products Jaipur,PRD0063,Monaco Biscuit,250g,364,PCS,28.04,0.0,10206.56,1224.79,11431.35,Tonk Branch
PUR001509,2026-04-28,SUP010,Parle Products Jaipur,PRD0063,Monaco Biscuit,250g,365,PCS,28.0,0.0,10220.0,1226.4,11446.4,Main Godown
PUR001510,2026-05-25,SUP011,Parle Products Jaipur,PRD0063,Monaco Biscuit,250g,148,PCS,28.09,0.0,4157.32,498.88,4656.2,Tonk Branch
PUR001511,2026-06-27,SUP012,Parle Products Jaipur,PRD0063,Monaco Biscuit,250g,170,PCS,28.01,0.0,4761.7,571.4,5333.1,Main Godown
PUR001512,2026-07-20,SUP013,Parle Products Jaipur,PRD0063,Monaco Biscuit,250g,94,PCS,28.17,1.0,2621.5,314.58,2936.08,Tonk Branch
PUR001513,2024-09-01,SUP014,ITC Tobacco & Foods Jaipur,PRD0064,Sunfeast Dark Fantasy,150g,225,PCS,31.1,2.0,6857.55,822.91,7680.46,Tonk Branch
PUR001514,2024-09-26,SUP015,ITC Tobacco & Foods Jaipur,PRD0064,Sunfeast Dark Fantasy,150g,543,PCS,31.03,1.0,16680.8,2001.7,18682.5,Main Godown
PUR001515,2024-11-01,SUP001,ITC Tobacco & Foods Jaipur,PRD0064,Sunfeast Dark Fantasy,150g,268,PCS,31.28,0.0,8383.04,1005.96,9389.0,Tonk Branch
PUR001516,2024-11-28,SUP002,ITC Tobacco & Foods Jaipur,PRD0064,Sunfeast Dark Fantasy,150g,82,PCS,30.91,3.0,2458.58,295.03,2753.61,Main Godown
PUR001517,2024-12-19,SUP003,ITC Tobacco & Foods Jaipur,PRD0064,Sunfeast Dark Fantasy,150g,258,PCS,31.31,1.0,7997.2,959.66,8956.86,Main Godown
PUR001518,2025-01-22,SUP004,ITC Tobacco & Foods Jaipur,PRD0064,Sunfeast Dark Fantasy,150g,338,PCS,31.14,2.0,10314.81,1237.78,11552.59,Main Godown
PUR001519,2025-02-16,SUP005,ITC Tobacco & Foods Jaipur,PRD0064,Sunfeast Dark Fantasy,150g,441,PCS,30.91,0.0,13631.31,1635.76,15267.07,Tonk Branch
PUR001520,2025-03-30,SUP006,ITC Tobacco & Foods Jaipur,PRD0064,Sunfeast Dark Fantasy,150g,87,PCS,31.04,2.0,2646.47,317.58,2964.05,Main Godown
PUR001521,2025-04-21,SUP007,ITC Tobacco & Foods Jaipur,PRD0064,Sunfeast Dark Fantasy,150g,131,PCS,31.23,0.0,4091.13,490.94,4582.07,Tonk Branch
PUR001522,2025-05-22,SUP008,ITC Tobacco & Foods Jaipur,PRD0064,Sunfeast Dark Fantasy,150g,217,PCS,30.92,2.0,6575.45,789.05,7364.5,Main Godown
PUR001523,2025-06-23,SUP009,ITC Tobacco & Foods Jaipur,PRD0064,Sunfeast Dark Fantasy,150g,243,PCS,30.89,0.0,7506.27,900.75,8407.02,Tonk Branch
PUR001524,2025-07-18,SUP010,ITC Tobacco & Foods Jaipur,PRD0064,Sunfeast Dark Fantasy,150g,108,PCS,31.22,0.0,3371.76,404.61,3776.37,Tonk Branch
PUR001525,2025-08-19,SUP011,ITC Tobacco & Foods Jaipur,PRD0064,Sunfeast Dark Fantasy,150g,232,PCS,31.17,0.0,7231.44,867.77,8099.21,Tonk Branch
PUR001526,2025-09-23,SUP012,ITC Tobacco & Foods Jaipur,PRD0064,Sunfeast Dark Fantasy,150g,218,PCS,31.16,0.0,6792.88,815.15,7608.03,Tonk Branch
PUR001527,2025-10-18,SUP013,ITC Tobacco & Foods Jaipur,PRD0064,Sunfeast Dark Fantasy,150g,185,PCS,31.14,3.0,5588.07,670.57,6258.64,Tonk Branch
PUR001528,2025-11-28,SUP014,ITC Tobacco & Foods Jaipur,PRD0064,Sunfeast Dark Fantasy,150g,155,PCS,31.05,1.0,4764.62,571.75,5336.37,Tonk Branch
PUR001529,2025-12-27,SUP015,ITC Tobacco & Foods Jaipur,PRD0064,Sunfeast Dark Fantasy,150g,194,PCS,31.25,0.0,6062.5,727.5,6790.0,Tonk Branch
PUR001530,2026-01-29,SUP001,ITC Tobacco & Foods Jaipur,PRD0064,Sunfeast Dark Fantasy,150g,167,PCS,31.06,2.0,5083.28,609.99,5693.27,Main Godown
PUR001531,2026-02-18,SUP002,ITC Tobacco & Foods Jaipur,PRD0064,Sunfeast Dark Fantasy,150g,428,PCS,31.15,0.0,13332.2,1599.86,14932.06,Main Godown
PUR001532,2026-03-20,SUP003,ITC Tobacco & Foods Jaipur,PRD0064,Sunfeast Dark Fantasy,150g,347,PCS,31.28,0.0,10854.16,1302.5,12156.66,Main Godown
PUR001533,2026-05-01,SUP004,ITC Tobacco & Foods Jaipur,PRD0064,Sunfeast Dark Fantasy,150g,155,PCS,31.28,1.0,4799.92,575.99,5375.91,Main Godown
PUR001534,2026-05-18,SUP005,ITC Tobacco & Foods Jaipur,PRD0064,Sunfeast Dark Fantasy,150g,149,PCS,30.97,0.0,4614.53,553.74,5168.27,Tonk Branch
PUR001535,2026-06-30,SUP006,ITC Tobacco & Foods Jaipur,PRD0064,Sunfeast Dark Fantasy,150g,241,PCS,31.06,3.0,7260.9,871.31,8132.21,Main Godown
PUR001536,2026-07-27,SUP007,ITC Tobacco & Foods Jaipur,PRD0064,Sunfeast Dark Fantasy,150g,280,PCS,31.22,3.0,8479.35,1017.52,9496.87,Main Godown
PUR001537,2024-09-01,SUP008,ITC Tobacco & Foods Jaipur,PRD0065,Bingo Mad Angles,90g,118,PCS,22.13,2.0,2559.11,307.09,2866.2,Main Godown
PUR001538,2024-09-27,SUP009,ITC Tobacco & Foods Jaipur,PRD0065,Bingo Mad Angles,90g,413,PCS,22.16,0.0,9152.08,1098.25,10250.33,Main Godown
PUR001539,2024-10-26,SUP010,ITC Tobacco & Foods Jaipur,PRD0065,Bingo Mad Angles,90g,379,PCS,22.17,0.0,8402.43,1008.29,9410.72,Tonk Branch
PUR001540,2024-12-01,SUP011,ITC Tobacco & Foods Jaipur,PRD0065,Bingo Mad Angles,90g,149,PCS,22.06,2.0,3221.2,386.54,3607.74,Tonk Branch
PUR001541,2024-12-31,SUP012,ITC Tobacco & Foods Jaipur,PRD0065,Bingo Mad Angles,90g,107,PCS,22.13,0.0,2367.91,284.15,2652.06,Tonk Branch
PUR001542,2025-02-01,SUP013,ITC Tobacco & Foods Jaipur,PRD0065,Bingo Mad Angles,90g,160,PCS,22.08,0.0,3532.8,423.94,3956.74,Tonk Branch
PUR001543,2025-02-21,SUP014,ITC Tobacco & Foods Jaipur,PRD0065,Bingo Mad Angles,90g,433,PCS,21.93,2.0,9305.78,1116.69,10422.47,Tonk Branch
PUR001544,2025-03-21,SUP015,ITC Tobacco & Foods Jaipur,PRD0065,Bingo Mad Angles,90g,315,PCS,22.0,2.0,6791.4,814.97,7606.37,Tonk Branch
PUR001545,2025-04-19,SUP001,ITC Tobacco & Foods Jaipur,PRD0065,Bingo Mad Angles,90g,206,PCS,22.11,1.0,4509.11,541.09,5050.2,Tonk Branch
PUR001546,2025-05-25,SUP002,ITC Tobacco & Foods Jaipur,PRD0065,Bingo Mad Angles,90g,230,PCS,22.2,2.0,5003.88,600.47,5604.35,Main Godown
PUR001547,2025-07-01,SUP003,ITC Tobacco & Foods Jaipur,PRD0065,Bingo Mad Angles,90g,198,PCS,22.0,3.0,4225.32,507.04,4732.36,Tonk Branch
PUR001548,2025-07-30,SUP004,ITC Tobacco & Foods Jaipur,PRD0065,Bingo Mad Angles,90g,146,PCS,21.96,3.0,3109.98,373.2,3483.18,Main Godown
PUR001549,2025-08-18,SUP005,ITC Tobacco & Foods Jaipur,PRD0065,Bingo Mad Angles,90g,26,PCS,21.92,3.0,552.82,66.34,619.16,Main Godown
PUR001550,2025-09-27,SUP006,ITC Tobacco & Foods Jaipur,PRD0065,Bingo Mad Angles,90g,245,PCS,22.14,1.0,5370.06,644.41,6014.47,Tonk Branch
PUR001551,2025-10-18,SUP007,ITC Tobacco & Foods Jaipur,PRD0065,Bingo Mad Angles,90g,55,PCS,21.97,2.0,1184.18,142.1,1326.28,Main Godown
PUR001552,2025-11-27,SUP008,ITC Tobacco & Foods Jaipur,PRD0065,Bingo Mad Angles,90g,159,PCS,21.91,0.0,3483.69,418.04,3901.73,Main Godown
PUR001553,2025-12-26,SUP009,ITC Tobacco & Foods Jaipur,PRD0065,Bingo Mad Angles,90g,201,PCS,22.06,1.0,4389.72,526.77,4916.49,Main Godown
PUR001554,2026-01-27,SUP010,ITC Tobacco & Foods Jaipur,PRD0065,Bingo Mad Angles,90g,176,PCS,22.09,1.0,3848.96,461.88,4310.84,Tonk Branch
PUR001555,2026-02-28,SUP011,ITC Tobacco & Foods Jaipur,PRD0065,Bingo Mad Angles,90g,304,PCS,22.05,2.0,6569.14,788.3,7357.44,Main Godown
PUR001556,2026-03-26,SUP012,ITC Tobacco & Foods Jaipur,PRD0065,Bingo Mad Angles,90g,288,PCS,22.15,3.0,6187.82,742.54,6930.36,Tonk Branch
PUR001557,2026-04-17,SUP013,ITC Tobacco & Foods Jaipur,PRD0065,Bingo Mad Angles,90g,237,PCS,22.02,0.0,5218.74,626.25,5844.99,Tonk Branch
PUR001558,2026-05-26,SUP014,ITC Tobacco & Foods Jaipur,PRD0065,Bingo Mad Angles,90g,226,PCS,22.11,1.0,4946.89,593.63,5540.52,Main Godown
PUR001559,2026-07-01,SUP015,ITC Tobacco & Foods Jaipur,PRD0065,Bingo Mad Angles,90g,324,PCS,22.13,0.0,7170.12,860.41,8030.53,Main Godown
PUR001560,2026-07-24,SUP001,ITC Tobacco & Foods Jaipur,PRD0065,Bingo Mad Angles,90g,228,PCS,22.03,3.0,4872.15,584.66,5456.81,Tonk Branch
PUR001561,2024-09-01,SUP002,PepsiCo Rajasthan,PRD0066,Hippo Rings,40g,313,PCS,10.09,0.0,3158.17,378.98,3537.15,Main Godown
PUR001562,2024-09-25,SUP003,PepsiCo Rajasthan,PRD0066,Hippo Rings,40g,424,PCS,9.99,3.0,4108.69,493.04,4601.73,Tonk Branch
PUR001563,2024-10-27,SUP004,PepsiCo Rajasthan,PRD0066,Hippo Rings,40g,353,PCS,10.07,0.0,3554.71,426.57,3981.28,Main Godown
PUR001564,2024-11-19,SUP005,PepsiCo Rajasthan,PRD0066,Hippo Rings,40g,206,PCS,9.99,3.0,1996.2,239.54,2235.74,Tonk Branch
PUR001565,2024-12-20,SUP006,PepsiCo Rajasthan,PRD0066,Hippo Rings,40g,301,PCS,9.98,2.0,2943.9,353.27,3297.17,Tonk Branch
PUR001566,2025-01-23,SUP007,PepsiCo Rajasthan,PRD0066,Hippo Rings,40g,175,PCS,10.09,0.0,1765.75,211.89,1977.64,Main Godown
PUR001567,2025-02-16,SUP008,PepsiCo Rajasthan,PRD0066,Hippo Rings,40g,161,PCS,10.03,2.0,1582.53,189.9,1772.43,Main Godown
PUR001568,2025-03-25,SUP009,PepsiCo Rajasthan,PRD0066,Hippo Rings,40g,390,PCS,10.07,1.0,3888.03,466.56,4354.59,Main Godown
PUR001569,2025-05-01,SUP010,PepsiCo Rajasthan,PRD0066,Hippo Rings,40g,206,PCS,9.99,1.0,2037.36,244.48,2281.84,Tonk Branch
PUR001570,2025-05-24,SUP011,PepsiCo Rajasthan,PRD0066,Hippo Rings,40g,176,PCS,10.0,1.0,1742.4,209.09,1951.49,Tonk Branch
PUR001571,2025-06-18,SUP012,PepsiCo Rajasthan,PRD0066,Hippo Rings,40g,218,PCS,9.96,3.0,2106.14,252.74,2358.88,Main Godown
PUR001572,2025-07-23,SUP013,PepsiCo Rajasthan,PRD0066,Hippo Rings,40g,231,PCS,9.98,3.0,2236.22,268.35,2504.57,Tonk Branch
PUR001573,2025-09-01,SUP014,PepsiCo Rajasthan,PRD0066,Hippo Rings,40g,222,PCS,10.03,0.0,2226.66,267.2,2493.86,Main Godown
PUR001574,2025-09-27,SUP015,PepsiCo Rajasthan,PRD0066,Hippo Rings,40g,388,PCS,10.0,3.0,3763.6,451.63,4215.23,Tonk Branch
PUR001575,2025-10-21,SUP001,PepsiCo Rajasthan,PRD0066,Hippo Rings,40g,428,PCS,10.07,0.0,4309.96,517.2,4827.16,Main Godown
PUR001576,2025-11-28,SUP002,PepsiCo Rajasthan,PRD0066,Hippo Rings,40g,331,PCS,10.07,0.0,3333.17,399.98,3733.15,Tonk Branch
PUR001577,2025-12-27,SUP003,PepsiCo Rajasthan,PRD0066,Hippo Rings,40g,208,PCS,10.0,3.0,2017.6,242.11,2259.71,Tonk Branch
PUR001578,2026-02-01,SUP004,PepsiCo Rajasthan,PRD0066,Hippo Rings,40g,329,PCS,9.99,1.0,3253.84,390.46,3644.3,Main Godown
PUR001579,2026-02-26,SUP005,PepsiCo Rajasthan,PRD0066,Hippo Rings,40g,399,PCS,10.0,3.0,3870.3,464.44,4334.74,Main Godown
PUR001580,2026-03-30,SUP006,PepsiCo Rajasthan,PRD0066,Hippo Rings,40g,303,PCS,9.98,0.0,3023.94,362.87,3386.81,Tonk Branch
PUR001581,2026-04-21,SUP007,PepsiCo Rajasthan,PRD0066,Hippo Rings,40g,447,PCS,10.1,1.0,4469.55,536.35,5005.9,Tonk Branch
PUR001582,2026-05-23,SUP008,PepsiCo Rajasthan,PRD0066,Hippo Rings,40g,307,PCS,10.0,2.0,3008.6,361.03,3369.63,Tonk Branch
PUR001583,2026-07-01,SUP009,PepsiCo Rajasthan,PRD0066,Hippo Rings,40g,232,PCS,9.98,2.0,2269.05,272.29,2541.34,Tonk Branch
PUR001584,2026-07-31,SUP010,PepsiCo Rajasthan,PRD0066,Hippo Rings,40g,330,PCS,10.0,0.0,3300.0,396.0,3696.0,Main Godown
PUR001585,2024-09-01,SUP011,Local Supplier,PRD0067,Crax Corn Rings,30g,93,PCS,7.98,1.0,734.72,88.17,822.89,Main Godown
PUR001586,2024-09-17,SUP012,Local Supplier,PRD0067,Crax Corn Rings,30g,157,PCS,7.98,2.0,1227.8,147.34,1375.14,Tonk Branch
PUR001587,2024-10-18,SUP013,Local Supplier,PRD0067,Crax Corn Rings,30g,258,PCS,7.98,0.0,2058.84,247.06,2305.9,Main Godown
PUR001588,2024-11-20,SUP014,Local Supplier,PRD0067,Crax Corn Rings,30g,275,PCS,7.97,2.0,2147.91,257.75,2405.66,Main Godown
PUR001589,2024-12-25,SUP015,Local Supplier,PRD0067,Crax Corn Rings,30g,452,PCS,8.07,0.0,3647.64,437.72,4085.36,Main Godown
PUR001590,2025-02-01,SUP001,Local Supplier,PRD0067,Crax Corn Rings,30g,277,PCS,8.04,2.0,2182.54,261.9,2444.44,Main Godown
PUR001591,2025-02-16,SUP002,Local Supplier,PRD0067,Crax Corn Rings,30g,178,PCS,8.01,3.0,1383.01,165.96,1548.97,Main Godown
PUR001592,2025-03-29,SUP003,Local Supplier,PRD0067,Crax Corn Rings,30g,263,PCS,7.96,1.0,2072.55,248.71,2321.26,Main Godown
PUR001593,2025-04-24,SUP004,Local Supplier,PRD0067,Crax Corn Rings,30g,163,PCS,7.99,2.0,1276.32,153.16,1429.48,Main Godown
PUR001594,2025-05-22,SUP005,Local Supplier,PRD0067,Crax Corn Rings,30g,186,PCS,7.98,3.0,1439.75,172.77,1612.52,Main Godown
PUR001595,2025-06-17,SUP006,Local Supplier,PRD0067,Crax Corn Rings,30g,185,PCS,8.0,2.0,1450.4,174.05,1624.45,Main Godown
PUR001596,2025-07-24,SUP007,Local Supplier,PRD0067,Crax Corn Rings,30g,180,PCS,8.04,1.0,1432.73,171.93,1604.66,Main Godown
PUR001597,2025-08-22,SUP008,Local Supplier,PRD0067,Crax Corn Rings,30g,128,PCS,8.0,1.0,1013.76,121.65,1135.41,Main Godown
PUR001598,2025-09-30,SUP009,Local Supplier,PRD0067,Crax Corn Rings,30g,236,PCS,8.01,0.0,1890.36,226.84,2117.2,Main Godown
PUR001599,2025-10-28,SUP010,Local Supplier,PRD0067,Crax Corn Rings,30g,368,PCS,8.0,0.0,2944.0,353.28,3297.28,Main Godown
PUR001600,2025-11-18,SUP011,Local Supplier,PRD0067,Crax Corn Rings,30g,218,PCS,8.01,1.0,1728.72,207.45,1936.17,Main Godown
PUR001601,2025-12-26,SUP012,Local Supplier,PRD0067,Crax Corn Rings,30g,199,PCS,8.0,0.0,1592.0,191.04,1783.04,Tonk Branch
PUR001602,2026-01-28,SUP013,Local Supplier,PRD0067,Crax Corn Rings,30g,350,PCS,8.01,2.0,2747.43,329.69,3077.12,Main Godown
PUR001603,2026-02-28,SUP014,Local Supplier,PRD0067,Crax Corn Rings,30g,347,PCS,8.01,0.0,2779.47,333.54,3113.01,Main Godown
PUR001604,2026-03-27,SUP015,Local Supplier,PRD0067,Crax Corn Rings,30g,437,PCS,8.02,0.0,3504.74,420.57,3925.31,Main Godown
PUR001605,2026-04-27,SUP001,Local Supplier,PRD0067,Crax Corn Rings,30g,189,PCS,7.98,0.0,1508.22,180.99,1689.21,Main Godown
PUR001606,2026-05-18,SUP002,Local Supplier,PRD0067,Crax Corn Rings,30g,234,PCS,8.08,3.0,1834.0,220.08,2054.08,Main Godown
PUR001607,2026-06-21,SUP003,Local Supplier,PRD0067,Crax Corn Rings,30g,55,PCS,7.97,0.0,438.35,52.6,490.95,Tonk Branch
PUR001608,2026-07-31,SUP004,Local Supplier,PRD0067,Crax Corn Rings,30g,441,PCS,7.96,0.0,3510.36,421.24,3931.6,Main Godown
PUR001609,2024-09-01,SUP005,HUL Distributor Ajmer,PRD0068,Perk Chocolate,36g,193,PCS,18.06,2.0,3415.87,409.9,3825.77,Main Godown
PUR001610,2024-10-01,SUP006,HUL Distributor Ajmer,PRD0068,Perk Chocolate,36g,122,PCS,18.04,0.0,2200.88,264.11,2464.99,Tonk Branch
PUR001611,2024-10-30,SUP007,HUL Distributor Ajmer,PRD0068,Perk Chocolate,36g,180,PCS,18.09,2.0,3191.08,382.93,3574.01,Main Godown
PUR001612,2024-11-30,SUP008,HUL Distributor Ajmer,PRD0068,Perk Chocolate,36g,210,PCS,18.06,2.0,3716.75,446.01,4162.76,Main Godown
PUR001613,2024-12-25,SUP009,HUL Distributor Ajmer,PRD0068,Perk Chocolate,36g,254,PCS,17.92,0.0,4551.68,546.2,5097.88,Main Godown
PUR001614,2025-01-19,SUP010,HUL Distributor Ajmer,PRD0068,Perk Chocolate,36g,231,PCS,18.14,0.0,4190.34,502.84,4693.18,Main Godown
PUR001615,2025-02-28,SUP011,HUL Distributor Ajmer,PRD0068,Perk Chocolate,36g,78,PCS,18.05,0.0,1407.9,168.95,1576.85,Main Godown
PUR001616,2025-03-20,SUP012,HUL Distributor Ajmer,PRD0068,Perk Chocolate,36g,241,PCS,18.13,1.0,4325.64,519.08,4844.72,Main Godown
PUR001617,2025-04-24,SUP013,HUL Distributor Ajmer,PRD0068,Perk Chocolate,36g,178,PCS,17.96,3.0,3100.97,372.12,3473.09,Main Godown
PUR001618,2025-05-20,SUP014,HUL Distributor Ajmer,PRD0068,Perk Chocolate,36g,85,PCS,18.14,3.0,1495.64,179.48,1675.12,Main Godown
PUR001619,2025-06-27,SUP015,HUL Distributor Ajmer,PRD0068,Perk Chocolate,36g,148,PCS,18.0,0.0,2664.0,319.68,2983.68,Main Godown
PUR001620,2025-07-29,SUP001,HUL Distributor Ajmer,PRD0068,Perk Chocolate,36g,146,PCS,18.1,2.0,2589.75,310.77,2900.52,Tonk Branch
PUR001621,2025-08-21,SUP002,HUL Distributor Ajmer,PRD0068,Perk Chocolate,36g,169,PCS,18.11,0.0,3060.59,367.27,3427.86,Tonk Branch
PUR001622,2025-09-25,SUP003,HUL Distributor Ajmer,PRD0068,Perk Chocolate,36g,293,PCS,18.01,1.0,5224.16,626.9,5851.06,Tonk Branch
PUR001623,2025-10-24,SUP004,HUL Distributor Ajmer,PRD0068,Perk Chocolate,36g,143,PCS,18.11,0.0,2589.73,310.77,2900.5,Main Godown
PUR001624,2025-11-19,SUP005,HUL Distributor Ajmer,PRD0068,Perk Chocolate,36g,214,PCS,17.97,2.0,3768.67,452.24,4220.91,Main Godown
PUR001625,2025-12-27,SUP006,HUL Distributor Ajmer,PRD0068,Perk Chocolate,36g,62,PCS,17.95,2.0,1090.64,130.88,1221.52,Main Godown
PUR001626,2026-01-25,SUP007,HUL Distributor Ajmer,PRD0068,Perk Chocolate,36g,131,PCS,17.96,0.0,2352.76,282.33,2635.09,Tonk Branch
PUR001627,2026-02-20,SUP008,HUL Distributor Ajmer,PRD0068,Perk Chocolate,36g,241,PCS,18.05,3.0,4219.55,506.35,4725.9,Tonk Branch
PUR001628,2026-03-22,SUP009,HUL Distributor Ajmer,PRD0068,Perk Chocolate,36g,520,PCS,17.96,2.0,9152.42,1098.29,10250.71,Tonk Branch
PUR001629,2026-04-26,SUP010,HUL Distributor Ajmer,PRD0068,Perk Chocolate,36g,267,PCS,18.06,0.0,4822.02,578.64,5400.66,Main Godown
PUR001630,2026-05-20,SUP011,HUL Distributor Ajmer,PRD0068,Perk Chocolate,36g,318,PCS,17.96,0.0,5711.28,685.35,6396.63,Tonk Branch
PUR001631,2026-06-17,SUP012,HUL Distributor Ajmer,PRD0068,Perk Chocolate,36g,124,PCS,17.92,3.0,2155.42,258.65,2414.07,Main Godown
PUR001632,2026-07-21,SUP013,HUL Distributor Ajmer,PRD0068,Perk Chocolate,36g,158,PCS,18.13,1.0,2835.89,340.31,3176.2,Tonk Branch
PUR001633,2024-09-01,SUP014,HUL Distributor Ajmer,PRD0069,Dairy Milk Chocolate,40g,244,PCS,35.25,0.0,8601.0,1032.12,9633.12,Main Godown
PUR001634,2024-10-01,SUP015,HUL Distributor Ajmer,PRD0069,Dairy Milk Chocolate,40g,366,PCS,35.2,2.0,12625.54,1515.06,14140.6,Main Godown
PUR001635,2024-11-01,SUP001,HUL Distributor Ajmer,PRD0069,Dairy Milk Chocolate,40g,352,PCS,35.07,3.0,11974.3,1436.92,13411.22,Tonk Branch
PUR001636,2024-11-17,SUP002,HUL Distributor Ajmer,PRD0069,Dairy Milk Chocolate,40g,241,PCS,35.1,1.0,8374.51,1004.94,9379.45,Main Godown
PUR001637,2024-12-30,SUP003,HUL Distributor Ajmer,PRD0069,Dairy Milk Chocolate,40g,324,PCS,35.17,1.0,11281.13,1353.74,12634.87,Main Godown
PUR001638,2025-01-19,SUP004,HUL Distributor Ajmer,PRD0069,Dairy Milk Chocolate,40g,165,PCS,35.26,1.0,5759.72,691.17,6450.89,Tonk Branch
PUR001639,2025-02-16,SUP005,HUL Distributor Ajmer,PRD0069,Dairy Milk Chocolate,40g,208,PCS,35.24,0.0,7329.92,879.59,8209.51,Main Godown
PUR001640,2025-04-01,SUP006,HUL Distributor Ajmer,PRD0069,Dairy Milk Chocolate,40g,264,PCS,35.34,2.0,9143.16,1097.18,10240.34,Main Godown
PUR001641,2025-04-18,SUP007,HUL Distributor Ajmer,PRD0069,Dairy Milk Chocolate,40g,82,PCS,34.99,0.0,2869.18,344.3,3213.48,Tonk Branch
