po_number,date,supplier_name,product_name,size_variant,quantity,landing_cost,invoice_value
PO07812,2024-01-23,Local Supplier,Rupa Underwear,S,81,177.77,14399.37
PO07813,2024-01-23,Local Supplier,Odonil Air Freshener,75g,34,141.16,4799.44
PO07814,2024-01-23,Local Supplier,Horlicks,500g,25,205.42,5135.5
PO07815,2024-01-23,Local Supplier,Surf Excel Detergent,2kg,78,133.93,10446.54
PO07816,2024-01-23,Britannia Jaipur Hub,Bourbon Biscuits,200g,14,81.22,1137.08
PO07817,2024-01-23,Local Supplier,Bournvita,500g,77,221.16,17029.32
PO07818,2024-01-23,ITC Regional Depot,Kurkure,100g,23,43.09,991.07
PO07819,2024-01-23,ITC Regional Depot,Stapler Machine,Standard,53,50.25,2663.25
PO07820,2024-01-23,Britannia Jaipur Hub,Good Day Cookies,75g,96,114.27,10969.92
PO07821,2024-01-23,Local Supplier,All Out Liquid Refill,45ml,67,84.57,5666.19
PO07822,2024-01-23,Local Supplier,All Out Liquid Refill,135ml,12,157.16,1885.92
PO07823,2024-01-23,Local Supplier,Parachute Coconut Oil,500ml,51,160.8,8200.8
PO07824,2024-01-23,Local Supplier,Red Label Tea,1kg,14,260.19,3642.66
PO07825,2024-01-23,Local Supplier,Natraj Pencil Box,10 pcs,62,117.54,7287.48
PO07826,2024-01-23,Amul Cooperative Jaipur,Amul Cheese Slices,200g,81,594.65,48166.65
PO07827,2024-01-23,Britannia Jaipur Hub,Britannia Biscuits,200g,46,55.93,2572.78
PO07828,2024-01-23,ITC Regional Depot,Fevicol Glue,100ml,59,97.24,5737.16
PO07829,2024-01-23,Local Supplier,Rupa Underwear,L,79,165.05,13038.95
PO07830,2024-01-23,Local Supplier,Colin Glass Cleaner,500ml,23,255.61,5879.03
PO07831,2024-01-25,Local Supplier,Good Knight Mosquito Coil,10 pcs,66,174.33,11505.78
PO07832,2024-01-25,Local Supplier,Lizol Floor Cleaner,2L,89,22.68,2018.52
PO07833,2024-01-25,Local Supplier,Jockey Vest,M,56,242.59,13585.04
PO07834,2024-01-25,Britannia Jaipur Hub,Britannia Biscuits,100g,31,35.1,1088.1
PO07835,2024-01-25,Local Supplier,Scotch Tape,3 rolls,94,114.14,10729.16
PO07836,2024-01-25,Local Supplier,Parachute Coconut Oil,500ml,79,167.61,13241.19
PO07837,2024-01-25,Local Supplier,MDH Red Chilli Powder,500g,51,261.17,13319.67
PO07838,2024-01-25,Local Supplier,Extension Board 4-pin,1.5m,100,207.9,20790.0
PO07839,2024-01-25,Local Supplier,Anchor Switchboard,6 switch,54,307.75,16618.5
PO07840,2024-01-25,Local Supplier,Anchor Switchboard,4 switch,87,312.53,27190.11
PO07841,2024-01-25,Britannia Jaipur Hub,Britannia Biscuits,200g,51,53.58,2732.58
PO07842,2024-01-25,Local Supplier,Yakult Probiotic,5 bottles,99,149.48,14798.52
PO07843,2024-01-25,Local Supplier,Saffola Gold Oil,5L,87,245.47,21355.89
PO07844,2024-01-25,Local Supplier,Lux Soap,150g,69,82.34,5681.46
PO07845,2024-01-25,Local Supplier,Horlicks,500g,81,213.29,17276.49
PO07846,2024-01-25,Local Supplier,Natraj Pencil Box,20 pcs,22,28.89,635.58
PO07847,2024-01-25,Local Supplier,Wheel Detergent Powder,1kg,84,80.3,6745.2
PO07848,2024-01-25,Britannia Jaipur Hub,Britannia Biscuits,400g,69,156.82,10820.58
PO07849,2024-01-25,Nestle C&F Jaipur,Nestle Milkmaid,400g,89,541.09,48157.01
PO07850,2024-01-25,ITC Regional Depot,Lays Chips,73g,92,86.37,7946.04
PO07851,2024-01-25,Amul Cooperative Jaipur,Amul Cheese Slices,200g,75,600.94,45070.5
PO07852,2024-01-25,Local Supplier,Godrej Hit Cockroach Spray,200ml,82,88.62,7266.84
PO07853,2024-01-25,Britannia Jaipur Hub,Good Day Cookies,75g,98,111.78,10954.44
PO07854,2024-01-25,Local Supplier,Tata Tea Premium,1kg,35,123.35,4317.25
PO07855,2024-01-25,Local Supplier,Colgate Toothpaste,300g,86,168.04,14451.44
PO07856,2024-01-25,Amul Cooperative Jaipur,Amul Butter,100g,88,374.29,32937.52
PO07857,2024-01-25,Local Supplier,Lifebuoy Soap,150g,78,127.03,9908.34
PO07858,2024-01-25,Local Supplier,MDH Red Chilli Powder,100g,14,195.65,2739.1
PO07859,2024-01-25,Local Supplier,Classmate Notebook,100 pages,76,44.38,3372.88
PO07860,2024-01-25,Local Supplier,Lifebuoy Soap,250g,98,51.68,5064.64
PO07861,2024-01-25,Local Supplier,Lizol Floor Cleaner,500ml,62,115.91,7186.42
PO07862,2024-01-25,Britannia Jaipur Hub,Bourbon Biscuits,200g,28,81.3,2276.4
PO07863,2024-01-25,Local Supplier,Bournvita,500g,58,221.54,12849.32
PO07864,2024-01-25,Local Supplier,Pantene Shampoo,370ml,37,287.18,10625.66
PO07865,2024-01-30,Local Supplier,Clinic Plus Shampoo,350ml,77,159.22,12259.94
PO07866,2024-01-30,Local Supplier,Classmate Notebook,200 pages,58,34.17,1981.86
PO07867,2024-01-30,Local Supplier,Philips LED Bulb 12W,1 pc,76,217.61,16538.36
PO07868,2024-01-30,Local Supplier,Paperboat Drinks,200ml,16,266.33,4261.28
PO07869,2024-01-30,Dabur Tonk Depot,Rooh Afza,750ml,24,113.78,2730.72
PO07870,2024-01-30,Local Supplier,Head & Shoulders Shampoo,180ml,74,326.37,24151.38
PO07871,2024-01-30,Local Supplier,Natraj Pencil Box,20 pcs,27,28.68,774.36
PO07872,2024-01-30,Local Supplier,Lizol Floor Cleaner,1L,58,131.15,7606.7
PO07873,2024-01-30,Local Supplier,Garbage Bags,30 pcs,25,43.88,1097.0
PO07874,2024-01-30,Local Supplier,Garbage Bags,50 pcs,30,31.73,951.9
PO07875,2024-01-30,Local Supplier,Saffola Gold Oil,5L,16,243.67,3898.72
PO07876,2024-01-30,Local Supplier,Red Label Tea,500g,40,274.51,10980.4
PO07877,2024-01-30,Local Supplier,Vim Dish Wash,250ml,51,119.65,6102.15
PO07878,2024-01-30,Local Supplier,MDH Garam Masala,100g,80,135.99,10879.2
PO07879,2024-01-30,Local Supplier,Clinic Plus Shampoo,175ml,99,229.91,22761.09
PO07880,2024-01-30,Local Supplier,Jockey Vest,S,54,208.12,11238.48
PO07881,2024-01-30,Dabur Tonk Depot,Real Fruit Juice,1L,32,69.4,2220.8
PO07882,2024-01-30,Local Supplier,Anchor Switchboard,4 switch,67,322.65,21617.55
PO07883,2024-01-30,Amul Cooperative Jaipur,Amul Cheese Slices,400g,95,140.91,13386.45
PO07884,2024-01-30,Local Supplier,Horlicks,200g,33,136.19,4494.27
PO07885,2024-01-30,Dabur Tonk Depot,Real Fruit Juice,2L,12,203.85,2446.2
PO07886,2024-01-30,Local Supplier,Bajaj LED Bulb 9W,4 pcs,98,205.75,20163.5
PO07887,2024-01-30,Local Supplier,Natraj Pencil Box,10 pcs,60,117.16,7029.6
PO07888,2024-01-30,Local Supplier,Fortune Sunflower Oil,5L,10,144.63,1446.3
PO07889,2024-01-30,Local Supplier,MDH Haldi Powder,100g,20,381.35,7627.0
PO07890,2024-01-30,Local Supplier,Reynolds Pen,10 pcs,70,41.6,2912.0
PO07891,2024-01-30,Britannia Jaipur Hub,Hide & Seek,75g,88,54.56,4801.28
PO07892,2024-01-30,Local Supplier,Vim Dish Wash,1L,61,113.91,6948.51
PO07893,2024-01-30,Local Supplier,Reynolds Pen,20 pcs,22,41.9,921.8
PO07894,2024-01-30,Local Supplier,Mother Dairy Paneer,500g,100,611.12,61112.0
PO07895,2024-01-30,Local Supplier,Lizol Floor Cleaner,2L,17,23.03,391.51
PO07896,2024-01-30,Local Supplier,Odonil Air Freshener,75g,51,142.44,7264.44
PO07897,2024-01-30,Local Supplier,Candle Pack,24 pcs,99,129.34,12804.66
PO07898,2024-01-30,Local Supplier,Nivea Body Lotion,400ml,58,133.9,7766.2
PO07899,2024-01-30,Local Supplier,Bajaj LED Bulb 9W,1 pc,88,254.43,22389.84
PO07900,2024-02-01,Local Supplier,Lux Soap,150g,41,84.48,3463.68
PO07901,2024-02-01,Local Supplier,MDH Red Chilli Powder,500g,34,261.04,8875.36
PO07902,2024-02-01,Local Supplier,Candle Pack,24 pcs,98,126.09,12356.82
PO07903,2024-02-01,Local Supplier,VIP Socks,4 pairs,61,191.84,11702.24
PO07904,2024-02-01,Local Supplier,Tata Salt,1kg,97,305.15,29599.55
PO07905,2024-02-01,ITC Regional Depot,Sunfeast Dark Fantasy,150g,16,127.04,2032.64
PO07906,2024-02-01,Local Supplier,Lux Soap,75g,82,125.38,10281.16
PO07907,2024-02-01,Local Supplier,Dettol Handwash,200ml,71,141.12,10019.52
PO07908,2024-02-01,Local Supplier,MDH Haldi Powder,100g,18,366.51,6597.18
PO07909,2024-02-01,Local Supplier,Horlicks,1kg,31,216.31,6705.61
PO07910,2024-02-01,Local Supplier,Wheel Detergent Powder,500g,28,68.83,1927.24
PO07911,2024-02-01,Local Supplier,Patanjali Kesh Kanti,200ml,31,210.67,6530.77
PO07912,2024-02-01,Local Supplier,Tissue Box,100 sheets,60,22.69,1361.4
PO07913,2024-02-01,ITC Regional Depot,Fevicol Glue,50ml,18,20.64,371.52
PO07914,2024-02-01,Local Supplier,Fortune Sunflower Oil,5L,95,148.13,14072.35
PO07915,2024-02-01,Local Supplier,All Out Liquid Refill,45ml,22,85.04,1870.88
PO07916,2024-02-01,Britannia Jaipur Hub,Britannia Biscuits,200g,38,55.01,2090.38
PO07917,2024-02-01,Local Supplier,Rin Bar,400g,82,160.72,13179.04
PO07918,2024-02-01,Local Supplier,Handkerchief Pack,12 pcs,67,251.69,16863.23
PO07919,2024-02-01,Britannia Jaipur Hub,Britannia Biscuits,400g,45,151.04,6796.8
PO07920,2024-02-01,Local Supplier,Godrej Hit Cockroach Spray,200ml,12,91.24,1094.88
PO07921,2024-02-01,ITC Regional Depot,Lays Chips,26g,52,175.5,9126.0
PO07922,2024-02-06,Local Supplier,Wheel Detergent Powder,1kg,50,79.83,3991.5
PO07923,2024-02-06,Local Supplier,Harpic Toilet Cleaner,1L,84,154.3,12961.2
PO07924,2024-02-06,Britannia Jaipur Hub,Hide & Seek,100g,27,24.45,660.15
PO07925,2024-02-06,Local Supplier,VIP Socks,4 pairs,64,185.79,11890.56
PO07926,2024-02-06,Local Supplier,MDH Red Chilli Powder,500g,29,261.05,7570.45
PO07927,2024-02-06,Amul Cooperative Jaipur,Amul Ghee,500ml,85,466.47,39649.95
PO07928,2024-02-06,Parle Agencies Jaipur,Parle-G Biscuits,100g,64,19.93,1275.52
PO07929,2024-02-06,Local Supplier,A4 Paper Ream,500 sheets,58,83.31,4831.98
PO07930,2024-02-06,Local Supplier,Fair & Lovely Cream,25g,85,79.13,6726.05
PO07931,2024-02-06,Local Supplier,Yakult Probiotic,5 bottles,67,146.7,9828.9
PO07932,2024-02-06,ITC Regional Depot,Fevicol Glue,100ml,94,98.69,9276.86
PO07933,2024-02-06,Local Supplier,Tata Salt,1kg,36,299.53,10783.08
PO07934,2024-02-06,Local Supplier,Scotch Tape,1 roll,90,13.27,1194.3
PO07935,2024-02-06,ITC Regional Depot,Lays Chips,73g,32,85.91,2749.12
PO07936,2024-02-06,Local Supplier,Rin Bar,400g,13,152.76,1985.88
PO07937,2024-02-06,Nestle C&F Jaipur,Nestle Milkmaid,1kg,38,119.81,4552.78
PO07938,2024-02-06,Nestle C&F Jaipur,Nescafe Classic Coffee,50g,17,319.81,5436.77
PO07939,2024-02-06,Local Supplier,Vim Dish Wash,250ml,96,122.28,11738.88
PO07940,2024-02-06,Amul Cooperative Jaipur,Amul Butter,500g,62,41.66,2582.92
PO07941,2024-02-06,Local Supplier,Rin Bar,100g,97,110.69,10736.93
PO07942,2024-02-06,Local Supplier,Nivea Body Lotion,400ml,46,135.44,6230.24
PO07943,2024-02-06,Local Supplier,Natraj Pencil Box,20 pcs,95,28.39,2697.05
PO07944,2024-02-06,Local Supplier,Harpic Toilet Cleaner,500ml,41,82.67,3389.47
PO07945,2024-02-06,Local Supplier,Scotch Brite Scrub,1 pc,30,70.78,2123.4
PO07946,2024-02-06,Local Supplier,Lizol Floor Cleaner,1L,37,128.22,4744.14
PO07947,2024-02-06,Local Supplier,Fortune Sunflower Oil,5L,21,145.58,3057.18
PO07948,2024-02-06,Local Supplier,Colgate Toothpaste,200g,42,115.44,4848.48
PO07949,2024-02-06,Local Supplier,Scotch Brite Scrub,3 pc,90,80.19,7217.1
PO07950,2024-02-06,Local Supplier,MDH Red Chilli Powder,100g,93,193.42,17988.06
PO07951,2024-02-06,Local Supplier,Natraj Pencil Box,10 pcs,66,120.66,7963.56
PO07952,2024-02-06,ITC Regional Depot,Stapler Machine,Standard,20,50.34,1006.8
PO07953,2024-02-06,Local Supplier,Extension Board 4-pin,3m,97,158.45,15369.65
PO07954,2024-02-08,ITC Regional Depot,Sunfeast Dark Fantasy,150g,77,126.29,9724.33
PO07955,2024-02-08,Local Supplier,Parachute Coconut Oil,500ml,81,167.62,13577.22
PO07956,2024-02-08,Local Supplier,Tissue Box,200 sheets,29,238.32,6911.28
PO07957,2024-02-08,Local Supplier,Jockey Vest,L,58,155.17,8999.86
PO07958,2024-02-08,Local Supplier,Extension Board 4-pin,3m,19,156.28,2969.32
PO07959,2024-02-08,Local Supplier,Rupa Underwear,S,27,180.59,4875.93
PO07960,2024-02-08,Local Supplier,Head & Shoulders Shampoo,180ml,38,331.61,12601.18
PO07961,2024-02-08,Dabur Tonk Depot,Rooh Afza,300ml,100,289.89,28989.0
PO07962,2024-02-08,Local Supplier,VIP Socks,4 pairs,12,189.83,2277.96
PO07963,2024-02-08,Local Supplier,Bournvita,200g,40,92.39,3695.6
PO07964,2024-02-08,Local Supplier,A4 Paper Ream,500 sheets,49,79.06,3873.94
PO07965,2024-02-08,Local Supplier,Fair & Lovely Cream,100g,49,129.9,6365.1
PO07966,2024-02-08,Local Supplier,Veet Hair Removal Cream,25g,39,104.51,4075.89
PO07967,2024-02-08,ITC Regional Depot,Lays Chips,73g,99,85.8,8494.2
PO07968,2024-02-08,Local Supplier,Good Knight Mosquito Coil,10 pcs,96,172.97,16605.12
PO07969,2024-02-08,Local Supplier,Fair & Lovely Cream,50g,38,43.59,1656.42
PO07970,2024-02-08,Amul Cooperative Jaipur,Amul Ghee,500ml,52,466.37,24251.24
PO07971,2024-02-08,Local Supplier,Lux Soap,150g,34,83.66,2844.44
PO07972,2024-02-08,Britannia Jaipur Hub,Hide & Seek,75g,95,54.61,5187.95
PO07973,2024-02-08,Local Supplier,Pepsodent Toothpaste,300g,15,165.08,2476.2
PO07974,2024-02-08,Local Supplier,Nivea Body Lotion,400ml,11,140.64,1547.04
PO07975,2024-02-08,Local Supplier,Pepsodent Toothpaste,70g,77,136.52,10512.04
PO07976,2024-02-08,Local Supplier,Surf Excel Detergent,500g,49,125.88,6168.12
PO07977,2024-02-08,Local Supplier,Philips LED Bulb 12W,1 pc,78,217.04,16929.12
PO07978,2024-02-08,Local Supplier,Rupa Underwear,XL,91,123.94,11278.54
PO07979,2024-02-13,Local Supplier,Parachute Coconut Oil,500ml,86,163.83,14089.38
PO07980,2024-02-13,Local Supplier,VIP Socks,4 pairs,17,191.24,3251.08
PO07981,2024-02-13,Local Supplier,MDH Haldi Powder,100g,96,367.24,35255.04
PO07982,2024-02-13,Local Supplier,Dove Shampoo,400ml,17,124.61,2118.37
PO07983,2024-02-13,Local Supplier,Tata Tea Premium,1kg,83,123.24,10228.92
PO07984,2024-02-13,Local Supplier,Pantene Shampoo,370ml,93,283.64,26378.52
PO07985,2024-02-13,Local Supplier,Godrej Hit Cockroach Spray,400ml,35,193.56,6774.6
PO07986,2024-02-13,Amul Cooperative Jaipur,Amul Lassi,200ml,81,80.4,6512.4
PO07987,2024-02-13,Local Supplier,Bournvita,200g,58,93.27,5409.66
PO07988,2024-02-13,Local Supplier,Tata Tea Premium,250g,13,310.9,4041.7
PO07989,2024-02-13,Britannia Jaipur Hub,Britannia Biscuits,400g,60,152.34,9140.4
PO07990,2024-02-13,Haldiram Distributors,Haldiram Namkeen,200g,24,38.8,931.2
PO07991,2024-02-13,Dabur Tonk Depot,Real Fruit Juice,2L,73,207.32,15134.36
PO07992,2024-02-13,Local Supplier,Natraj Pencil Box,20 pcs,70,29.75,2082.5
PO07993,2024-02-13,Dabur Tonk Depot,Real Fruit Juice,1L,62,69.63,4317.06
PO07994,2024-02-13,Local Supplier,Paperboat Drinks,250ml,37,229.97,8508.89
PO07995,2024-02-13,Local Supplier,All Out Liquid Refill,135ml,14,151.48,2120.72
PO07996,2024-02-13,Local Supplier,Anchor Switchboard,6 switch,79,316.88,25033.52
PO07997,2024-02-13,Local Supplier,Marico Hair Oil,300ml,66,284.76,18794.16
PO07998,2024-02-13,Local Supplier,Reynolds Pen,10 pcs,71,40.8,2896.8
PO07999,2024-02-13,Local Supplier,MDH Red Chilli Powder,100g,53,199.24,10559.72
PO08000,2024-02-13,Local Supplier,Tang Powder,50g,91,234.29,21320.39
PO08001,2024-02-13,Local Supplier,Reynolds Pen,20 pcs,63,40.13,2528.19
PO08002,2024-02-13,Local Supplier,MDH Haldi Powder,250g,86,370.67,31877.62
PO08003,2024-02-13,ITC Regional Depot,Fevicol Glue,500ml,100,22.06,2206.0
PO08004,2024-02-13,Local Supplier,Saffola Gold Oil,1L,66,95.89,6328.74
PO08005,2024-02-13,Local Supplier,Red Label Tea,500g,48,272.74,13091.52
PO08006,2024-02-15,Local Supplier,MDH Haldi Powder,250g,23,384.27,8838.21
PO08007,2024-02-15,Local Supplier,Paperboat Drinks,250ml,12,230.69,2768.28
PO08008,2024-02-15,Local Supplier,Scotch Tape,3 rolls,75,117.83,8837.25
PO08009,2024-02-15,ITC Regional Depot,Lays Chips,26g,36,175.58,6320.88
PO08010,2024-02-15,Local Supplier,Tissue Box,100 sheets,87,22.59,1965.33
PO08011,2024-02-15,Local Supplier,Lifebuoy Soap,250g,35,52.41,1834.35
PO08012,2024-02-15,Local Supplier,Surf Excel Detergent,500g,83,130.92,10866.36
PO08013,2024-02-15,Local Supplier,Bajaj LED Bulb 9W,4 pcs,85,212.73,18082.05
PO08014,2024-02-15,Local Supplier,Parachute Coconut Oil,200ml,41,301.59,12365.19
PO08015,2024-02-15,Britannia Jaipur Hub,Bourbon Biscuits,80g,48,23.17,1112.16
PO08016,2024-02-15,Local Supplier,Dove Shampoo,400ml,91,125.24,11396.84
PO08017,2024-02-15,Britannia Jaipur Hub,Britannia Biscuits,100g,52,36.11,1877.72
PO08018,2024-02-15,Local Supplier,Red Label Tea,1kg,74,261.04,19316.96
PO08019,2024-02-15,Local Supplier,Lux Soap,75g,68,124.92,8494.56
PO08020,2024-02-15,Local Supplier,Rin Bar,400g,55,153.47,8440.85
PO08021,2024-02-15,Local Supplier,Colgate Toothpaste,100g,31,47.03,1457.93
PO08022,2024-02-15,Local Supplier,MDH Haldi Powder,100g,50,370.58,18529.0
PO08023,2024-02-15,Dabur Tonk Depot,Real Fruit Juice,2L,55,210.87,11597.85
PO08024,2024-02-15,Nestle C&F Jaipur,Nescafe Classic Coffee,200g,89,318.8,28373.2
PO08025,2024-02-15,Local Supplier,Rupa Underwear,M,96,61.99,5951.04
PO08026,2024-02-15,Britannia Jaipur Hub,Bourbon Biscuits,200g,10,82.87,828.7
PO08027,2024-02-15,Local Supplier,Fair & Lovely Cream,100g,93,125.69,11689.17
PO08028,2024-02-15,Britannia Jaipur Hub,Britannia Biscuits,400g,14,157.8,2209.2
PO08029,2024-02-15,Local Supplier,Vim Dish Wash,250ml,60,123.49,7409.4
PO08030,2024-02-15,Britannia Jaipur Hub,Hide & Seek,100g,12,24.35,292.2
PO08031,2024-02-15,Local Supplier,Candle Pack,24 pcs,90,129.59,11663.1
PO08032,2024-02-15,Local Supplier,Tang Powder,50g,90,227.62,20485.8
PO08033,2024-02-15,Local Supplier,Bournvita,1kg,52,171.88,8937.76
PO08034,2024-02-15,ITC Regional Depot,Fevicol Glue,50ml,12,20.48,245.76
PO08035,2024-02-15,ITC Regional Depot,Fevicol Glue,500ml,82,21.28,1744.96
PO08036,2024-02-15,Local Supplier,Wheel Detergent Powder,1kg,53,81.39,4313.67
PO08037,2024-02-15,Local Supplier,All Out Liquid Refill,45ml,89,81.64,7265.96
PO08038,2024-02-15,Local Supplier,Surf Excel Detergent,1kg,81,66.74,5405.94
PO08039,2024-02-15,Local Supplier,Good Knight Mosquito Coil,20 pcs,31,93.87,2909.97
PO08040,2024-02-15,Local Supplier,Marico Hair Oil,300ml,63,282.19,17777.97
PO08041,2024-02-20,Britannia Jaipur Hub,Good Day Cookies,150g,63,65.71,4139.73
PO08042,2024-02-20,Britannia Jaipur Hub,Good Day Cookies,75g,54,115.64,6244.56
PO08043,2024-02-20,Nestle C&F Jaipur,Nescafe Classic Coffee,200g,11,317.29,3490.19
PO08044,2024-02-20,Amul Cooperative Jaipur,Amul Butter,100g,41,367.29,15058.89
PO08045,2024-02-20,ITC Regional Depot,Sunfeast Dark Fantasy,150g,52,132.2,6874.4
PO08046,2024-02-20,Local Supplier,Nivea Body Lotion,400ml,20,140.74,2814.8
PO08047,2024-02-20,Local Supplier,Surf Excel Detergent,2kg,73,134.16,9793.68
PO08048,2024-02-20,Local Supplier,Harpic Toilet Cleaner,1L,40,158.43,6337.2
PO08049,2024-02-20,Local Supplier,MDH Red Chilli Powder,500g,43,268.09,11527.87
PO08050,2024-02-20,Local Supplier,Dettol Handwash,200ml,69,134.49,9279.81
PO08051,2024-02-20,Local Supplier,Fortune Sunflower Oil,5L,29,152.62,4425.98
PO08052,2024-02-20,Local Supplier,Tissue Box,200 sheets,79,239.39,18911.81
PO08053,2024-02-20,Dabur Tonk Depot,Real Fruit Juice,2L,89,206.28,18358.92
PO08054,2024-02-20,Local Supplier,Paperboat Drinks,250ml,100,235.12,23512.0
PO08055,2024-02-20,Parle Agencies Jaipur,Parle-G Biscuits,200g,72,179.89,12952.08
PO08056,2024-02-20,Local Supplier,All Out Liquid Refill,135ml,64,155.62,9959.68
PO08057,2024-02-20,Local Supplier,Dove Shampoo,200ml,21,315.91,6634.11
PO08058,2024-02-20,Local Supplier,Dettol Handwash,500ml,47,162.75,7649.25
PO08059,2024-02-20,Local Supplier,Vim Dish Wash,1L,57,116.05,6614.85
PO08060,2024-02-22,Local Supplier,Scotch Brite Scrub,1 pc,24,70.02,1680.48
PO08061,2024-02-22,Local Supplier,Wheel Detergent Powder,1kg,13,81.72,1062.36
PO08062,2024-02-22,Local Supplier,Parachute Coconut Oil,1L,33,216.15,7132.95
PO08063,2024-02-22,Local Supplier,Pepsodent Toothpaste,70g,94,140.92,13246.48
PO08064,2024-02-22,ITC Regional Depot,Stapler Machine,Standard,85,50.96,4331.6
PO08065,2024-02-22,Local Supplier,Rin Bar,200g,95,72.62,6898.9
PO08066,2024-02-22,Local Supplier,Tang Powder,100g,83,153.11,12708.13
PO08067,2024-02-22,Local Supplier,Red Label Tea,250g,88,316.81,27879.28
PO08068,2024-02-22,Local Supplier,Harpic Toilet Cleaner,1L,98,154.42,15133.16
PO08069,2024-02-22,Local Supplier,Veet Hair Removal Cream,50g,73,220.55,16100.15
PO08070,2024-02-22,Local Supplier,Odonil Air Freshener,150g,38,226.54,8608.52
PO08071,2024-02-22,Local Supplier,Paperboat Drinks,200ml,55,278.18,15299.9
PO08072,2024-02-22,Britannia Jaipur Hub,Monaco Crackers,80g,80,97.21,7776.8
PO08073,2024-02-22,Nestle C&F Jaipur,Nescafe Classic Coffee,100g,74,288.22,21328.28
PO08074,2024-02-22,Local Supplier,Rin Bar,100g,97,110.62,10730.14
PO08075,2024-02-22,ITC Regional Depot,Fevicol Glue,100ml,37,100.2,3707.4
PO08076,2024-02-22,Local Supplier,Jockey Vest,S,34,203.32,6912.88
PO08077,2024-02-22,Local Supplier,Good Knight Mosquito Coil,20 pcs,14,95.24,1333.36
PO08078,2024-02-22,Local Supplier,Tata Tea Premium,250g,29,311.54,9034.66
PO08079,2024-02-22,Local Supplier,Red Label Tea,500g,15,275.09,4126.35
PO08080,2024-02-22,Local Supplier,Patanjali Kesh Kanti,200ml,26,200.04,5201.04
PO08081,2024-02-22,Local Supplier,Extension Board 4-pin,1.5m,83,212.23,17615.09
PO08082,2024-02-22,Nestle C&F Jaipur,Nestle Milkmaid,1kg,76,125.33,9525.08
PO08083,2024-02-22,Local Supplier,Yakult Probiotic,5 bottles,47,152.2,7153.4
PO08084,2024-02-22,Local Supplier,MDH Garam Masala,50g,63,241.36,15205.68
PO08085,2024-02-22,ITC Regional Depot,Lays Chips,26g,80,175.16,14012.8
PO08086,2024-02-22,Local Supplier,Tata Salt,1kg,71,293.38,20829.98
PO08087,2024-02-27,Local Supplier,Surf Excel Detergent,1kg,50,64.26,3213.0
PO08088,2024-02-27,Local Supplier,Bajaj LED Bulb 9W,4 pcs,58,203.91,11826.78
PO08089,2024-02-27,Local Supplier,Pepsodent Toothpaste,150g,10,150.73,1507.3
PO08090,2024-02-27,Local Supplier,Bajaj LED Bulb 9W,1 pc,66,254.28,16782.48
PO08091,2024-02-27,Local Supplier,Colgate Toothpaste,300g,74,172.77,12784.98
PO08092,2024-02-27,Britannia Jaipur Hub,Britannia Biscuits,200g,93,55.44,5155.92
PO08093,2024-02-27,Local Supplier,Fair & Lovely Cream,100g,65,123.13,8003.45
PO08094,2024-02-27,Local Supplier,Godrej Hit Cockroach Spray,200ml,18,86.77,1561.86
PO08095,2024-02-27,Local Supplier,MDH Haldi Powder,250g,93,367.53,34180.29
PO08096,2024-02-27,Local Supplier,Lizol Floor Cleaner,500ml,25,113.17,2829.25
PO08097,2024-02-27,Amul Cooperative Jaipur,Amul Ghee,1L,77,502.96,38727.92
PO08098,2024-02-27,Local Supplier,Tata Tea Premium,500g,78,37.19,2900.82
PO08099,2024-02-27,Local Supplier,Red Label Tea,1kg,96,265.88,25524.48
PO08100,2024-02-27,Local Supplier,Handkerchief Pack,6 pcs,21,58.01,1218.21
PO08101,2024-02-27,Local Supplier,Horlicks,200g,33,132.77,4381.41
PO08102,2024-02-27,Local Supplier,Bournvita,200g,61,91.36,5572.96
PO08103,2024-02-27,Local Supplier,Colgate Toothpaste,100g,70,46.48,3253.6
